kategoria;nazwa;cena;opis;zdjecia
Układanki/Inne;QiYi Mastermorphix;15,99 zł;"Kostka  Mastermorphix  jest jedną z pierwszych modyfikacji kostki 3x3. Jest to nic innego jak kostka 3x3 w formie zaokrąglonego czterościanu. Poruszanie się układanki jest bardzo płynne i nie występują tutaj żadne zacięcia.  W zestawie znajdziemy:  
 układankę 
 instrukcję układania";https://strefa-kostek.pl/21707-home_default/qiyi-mastermorphix.jpg, https://strefa-kostek.pl/21707-thickbox_default/qiyi-mastermorphix.jpg, https://strefa-kostek.pl/21708-thickbox_default/qiyi-mastermorphix.jpg
Układanki/Inne;ShengShou Mastermorphix 2x2x2;24,99 zł;"Jest to nic innego jak kostka  2x2  w formie zaokrąglonego czterościanu foremnego.     Poruszanie się kostki jest bardzo dobre a układanie jest największą przyjemnością. Pokonywanie zakrętów nie jest tutaj aż tak istotne, ale kostka może się pochwalić bardzo dobrymi osiągami.    W zestawie znajdziemy:   
 układankę 
 instrukcję układania";https://strefa-kostek.pl/21671-home_default/shengshou-mastermorphix-2x2x2.jpg, https://strefa-kostek.pl/21671-thickbox_default/shengshou-mastermorphix-2x2x2.jpg, https://strefa-kostek.pl/9878-thickbox_default/shengshou-mastermorphix-2x2x2.jpg
Układanki/Inne;Shengshou 5x5 Mastermorphix;64,99 zł;Kostka  5x5  w formie czterościanu foremnego. ;https://strefa-kostek.pl/21676-home_default/shengshou-5x5-mastermorphix.jpg, https://strefa-kostek.pl/21676-thickbox_default/shengshou-5x5-mastermorphix.jpg, https://strefa-kostek.pl/14012-thickbox_default/shengshou-5x5-mastermorphix.jpg
Układanki/Inne;YJ Mastermorphix;19,99 zł;"Kostka   Mastermorphix     jest jedną z pierwszych modyfikacji kostki 3x3. Jest to nic innego jak kostka 3x3 w formie zaokrąglonego czterościanu. Poruszanie się układanki jest bardzo płynne i nie występują tutaj żadne zacięcia.    W zestawie znajdziemy:   
 układankę 
 instrukcję układania";https://strefa-kostek.pl/21682-home_default/yj-mastermorphix.jpg, https://strefa-kostek.pl/21682-thickbox_default/yj-mastermorphix.jpg, https://strefa-kostek.pl/17472-thickbox_default/yj-mastermorphix.jpg
Układanki/Inne;ShengShou 6x6 Mastermorphix;119,99 zł;"ShengShou 6x6 Mastermorphix  to pierwsza masowo produkowana zaokrąglona czworościenna 6x6. 
 Charakteryzuje się ona dobrym wykonaniem i przyzwoitym poruszaniem. 
 W zestawie znajdziemy: 
 
 układankę";https://strefa-kostek.pl/22099-home_default/shengshou-6x6-mastermorphix.jpg, https://strefa-kostek.pl/22131-thickbox_default/shengshou-6x6-mastermorphix.jpg, https://strefa-kostek.pl/22099-thickbox_default/shengshou-6x6-mastermorphix.jpg
Układanki/Inne;SengSo 7x7 Mastermorphix Cube;139,99 zł;"Jest to nic innego jak kostka  7x7  w formie czterościanu foremnego.     Poruszanie się kostki jest bardzo dobre a układanie jest największą przyjemnością. Pokonywanie zakrętów nie jest tutaj aż tak istotne, ale kostka może się pochwalić bardzo dobrymi osiągami.    W zestawie znajdziemy:   
 układankę";https://strefa-kostek.pl/26126-home_default/sengso-7x7-mastermorphix-cube.jpg, https://strefa-kostek.pl/27029-thickbox_default/sengso-7x7-mastermorphix-cube.jpg, https://strefa-kostek.pl/26126-thickbox_default/sengso-7x7-mastermorphix-cube.jpg
Układanki/Inne;SengSo 8x8 Mastermorphix Cube;149,99 zł;"Jest to nic innego jak kostka 8x8 w formie czterościanu foremnego.     Poruszanie się kostki jest bardzo dobre a układanie jest największą przyjemnością. Pokonywanie zakrętów nie jest tutaj aż tak istotne, ale kostka może się pochwalić bardzo dobrymi osiągami.    W zestawie znajdziemy:   
 układankę";https://strefa-kostek.pl/26207-home_default/sengso-8x8-mastermorphix-cube.jpg, https://strefa-kostek.pl/26935-thickbox_default/sengso-8x8-mastermorphix-cube.jpg, https://strefa-kostek.pl/26207-thickbox_default/sengso-8x8-mastermorphix-cube.jpg
Układanki/Inne;ShengShou 4x4 Mastermorphix;49,99 zł;Kostka 4x4 w formie zaokrąglonego czterościanu foremnego. ;https://strefa-kostek.pl/21711-home_default/shengshou-4x4-mastermorphix.jpg, https://strefa-kostek.pl/21711-thickbox_default/shengshou-4x4-mastermorphix.jpg, https://strefa-kostek.pl/13599-thickbox_default/shengshou-4x4-mastermorphix.jpg
Układanki/Inne;QiYi Haptic Coin Spinner;14,99 zł;;https://strefa-kostek.pl/29119-home_default/qiyi-haptic-coin-spinner.jpg, https://strefa-kostek.pl/29210-thickbox_default/qiyi-haptic-coin-spinner.jpg, https://strefa-kostek.pl/29209-thickbox_default/qiyi-haptic-coin-spinner.jpg
Układanki/Inne;QiYi Haptic Coin Button;14,99 zł;;https://strefa-kostek.pl/29117-home_default/qiyi-haptic-coin-button.jpg, https://strefa-kostek.pl/29216-thickbox_default/qiyi-haptic-coin-button.jpg, https://strefa-kostek.pl/29215-thickbox_default/qiyi-haptic-coin-button.jpg
Układanki/Inne;QiYi Smart Puzzle Art;119,99 zł;;https://strefa-kostek.pl/29099-home_default/qiyi-smart-puzzle-art.jpg, https://strefa-kostek.pl/29099-thickbox_default/qiyi-smart-puzzle-art.jpg
Układanki/Inne;SengSo Crazy 4x4 v2;99,99 zł;;https://strefa-kostek.pl/29084-home_default/sengso-crazy-4x4-v2.jpg, https://strefa-kostek.pl/29254-thickbox_default/sengso-crazy-4x4-v2.jpg, https://strefa-kostek.pl/29084-thickbox_default/sengso-crazy-4x4-v2.jpg
Układanki/Inne;DaYan Dino F-Skewb Cube;129,99 zł;;https://strefa-kostek.pl/29140-home_default/dayan-dino-f-skewb-cube.jpg, https://strefa-kostek.pl/29151-thickbox_default/dayan-dino-f-skewb-cube.jpg, https://strefa-kostek.pl/29140-thickbox_default/dayan-dino-f-skewb-cube.jpg
Układanki/Inne;DaYan Wheels of Wisdom Puzzle;239,99 zł;;https://strefa-kostek.pl/29141-home_default/dayan-wheels-of-wisdom-puzzle.jpg, https://strefa-kostek.pl/29161-thickbox_default/dayan-wheels-of-wisdom-puzzle.jpg, https://strefa-kostek.pl/29141-thickbox_default/dayan-wheels-of-wisdom-puzzle.jpg
Układanki/Inne;DaYan 30-Axis-30-Side;299,99 zł;;https://strefa-kostek.pl/30499-home_default/dayan-30-axis-30-side.jpg, https://strefa-kostek.pl/30500-thickbox_default/dayan-30-axis-30-side.jpg, https://strefa-kostek.pl/30499-thickbox_default/dayan-30-axis-30-side.jpg
Układanki/Inne;LanLan 12-Axis Rhombic Dodecahedron;69,99 zł;;https://strefa-kostek.pl/29132-home_default/lanlan-12-axis-rhombic-dodecahedron.jpg, https://strefa-kostek.pl/29132-thickbox_default/lanlan-12-axis-rhombic-dodecahedron.jpg
Układanki/Inne;MF8 Curvy Copter III;139,99 zł;;https://strefa-kostek.pl/29134-home_default/mf8-curvy-copter-iii.jpg, https://strefa-kostek.pl/29154-thickbox_default/mf8-curvy-copter-iii.jpg, https://strefa-kostek.pl/29134-thickbox_default/mf8-curvy-copter-iii.jpg
Układanki/Inne;MF8 Starminx II;229,99 zł;;https://strefa-kostek.pl/29126-home_default/mf8-starminx-ii.jpg, https://strefa-kostek.pl/29126-thickbox_default/mf8-starminx-ii.jpg
Układanki/Inne;MF8 Curvy Starminx;219,99 zł;;https://strefa-kostek.pl/29125-home_default/mf8-curvy-starminx.jpg, https://strefa-kostek.pl/29163-thickbox_default/mf8-curvy-starminx.jpg, https://strefa-kostek.pl/29125-thickbox_default/mf8-curvy-starminx.jpg
Układanki/Inne;MF8 Sunminx Cube;599,99 zł;;https://strefa-kostek.pl/29124-home_default/mf8-sunminx-cube.jpg, https://strefa-kostek.pl/29794-thickbox_default/mf8-sunminx-cube.jpg, https://strefa-kostek.pl/29124-thickbox_default/mf8-sunminx-cube.jpg
Układanki/Inne;AJ 4x4 Curvy Dinominx;199,99 zł;;https://strefa-kostek.pl/29758-home_default/aj-4x4-curvy-dinominx.jpg, https://strefa-kostek.pl/29798-thickbox_default/aj-4x4-curvy-dinominx.jpg, https://strefa-kostek.pl/29758-thickbox_default/aj-4x4-curvy-dinominx.jpg
Układanki/Inne;Dayan Tangram Extreme Cube;149,99 zł;;https://strefa-kostek.pl/29129-home_default/dayan-tangram-extreme-cube.jpg, https://strefa-kostek.pl/29129-thickbox_default/dayan-tangram-extreme-cube.jpg
Układanki/Inne;Dayan Tangram Cube;129,99 zł;;https://strefa-kostek.pl/29130-home_default/dayan-tangram-cube.jpg, https://strefa-kostek.pl/29158-thickbox_default/dayan-tangram-cube.jpg, https://strefa-kostek.pl/29130-thickbox_default/dayan-tangram-cube.jpg
Układanki/Inne;Dayan Master Skewb Cube;129,99 zł;;https://strefa-kostek.pl/29143-home_default/dayan-master-skewb-cube.jpg, https://strefa-kostek.pl/29165-thickbox_default/dayan-master-skewb-cube.jpg, https://strefa-kostek.pl/29143-thickbox_default/dayan-master-skewb-cube.jpg
Układanki/Inne;Giiker Super Slide;159,99 zł;;https://strefa-kostek.pl/29380-home_default/giiker-super-slide.jpg, https://strefa-kostek.pl/29380-thickbox_default/giiker-super-slide.jpg, https://strefa-kostek.pl/32805-thickbox_default/giiker-super-slide.jpg
Układanki/Inne;SengSo Crazy 3x3 Megaminx v2;89,99 zł;;https://strefa-kostek.pl/29334-home_default/sengso-crazy-3x3-megaminx-v2.jpg, https://strefa-kostek.pl/29334-thickbox_default/sengso-crazy-3x3-megaminx-v2.jpg
Układanki/Inne;MF8 Multi-Crystal Dodecahedron;299,99 zł;;https://strefa-kostek.pl/29356-home_default/mf8-multi-crystal-dodecahedron.jpg, https://strefa-kostek.pl/29517-thickbox_default/mf8-multi-crystal-dodecahedron.jpg, https://strefa-kostek.pl/29356-thickbox_default/mf8-multi-crystal-dodecahedron.jpg
Układanki/Inne;DaYan BiYiNiao Cube;229,99 zł;;https://strefa-kostek.pl/29324-home_default/dayan-biyiniao-cube.jpg, https://strefa-kostek.pl/29546-thickbox_default/dayan-biyiniao-cube.jpg, https://strefa-kostek.pl/29324-thickbox_default/dayan-biyiniao-cube.jpg
Układanki/Inne;DaYan Bermuda Uranus;109,99 zł;;https://strefa-kostek.pl/29323-home_default/dayan-bermuda-uranus.jpg, https://strefa-kostek.pl/29323-thickbox_default/dayan-bermuda-uranus.jpg
Układanki/Inne;DaYan Bermuda Cylindric;109,99 zł;;https://strefa-kostek.pl/29322-home_default/dayan-bermuda-cylindric.jpg, https://strefa-kostek.pl/29322-thickbox_default/dayan-bermuda-cylindric.jpg
Układanki/Inne;DaYan Bermuda Sunflower;109,99 zł;;https://strefa-kostek.pl/29321-home_default/dayan-bermuda-sunflower.jpg, https://strefa-kostek.pl/29321-thickbox_default/dayan-bermuda-sunflower.jpg
Układanki/Inne;WitEden & Oskar 3x3x3 Mixup Cube;129,99 zł;;https://strefa-kostek.pl/32260-home_default/witeden-oskar-3x3x3-mixup-cube.jpg, https://strefa-kostek.pl/30625-thickbox_default/witeden-oskar-3x3x3-mixup-cube.jpg, https://strefa-kostek.pl/32260-thickbox_default/witeden-oskar-3x3x3-mixup-cube.jpg
Układanki/Inne;DaYan Bermuda Earth;109,99 zł;;https://strefa-kostek.pl/29737-home_default/dayan-bermuda-earth.jpg, https://strefa-kostek.pl/29738-thickbox_default/dayan-bermuda-earth.jpg, https://strefa-kostek.pl/29737-thickbox_default/dayan-bermuda-earth.jpg
Układanki/Inne;DaYan Bermuda Neptune;109,99 zł;;https://strefa-kostek.pl/29729-home_default/dayan-bermuda-neptune.jpg, https://strefa-kostek.pl/29730-thickbox_default/dayan-bermuda-neptune.jpg, https://strefa-kostek.pl/29729-thickbox_default/dayan-bermuda-neptune.jpg
Układanki/Inne;DaYan Bermuda Venus;109,99 zł;;https://strefa-kostek.pl/29721-home_default/dayan-bermuda-venus.jpg, https://strefa-kostek.pl/29722-thickbox_default/dayan-bermuda-venus.jpg, https://strefa-kostek.pl/29721-thickbox_default/dayan-bermuda-venus.jpg
Układanki/Inne;DaYan Bermuda Jupiter;109,99 zł;;https://strefa-kostek.pl/29725-home_default/dayan-bermuda-jupiter.jpg, https://strefa-kostek.pl/29726-thickbox_default/dayan-bermuda-jupiter.jpg, https://strefa-kostek.pl/29725-thickbox_default/dayan-bermuda-jupiter.jpg
Układanki/Inne;DaYan Bermuda Mercury;109,99 zł;;https://strefa-kostek.pl/29733-home_default/dayan-bermuda-mercury.jpg, https://strefa-kostek.pl/29734-thickbox_default/dayan-bermuda-mercury.jpg, https://strefa-kostek.pl/29733-thickbox_default/dayan-bermuda-mercury.jpg
Układanki/Inne;DaYan Bermuda Mars;109,99 zł;;https://strefa-kostek.pl/29717-home_default/dayan-bermuda-mars.jpg, https://strefa-kostek.pl/29718-thickbox_default/dayan-bermuda-mars.jpg, https://strefa-kostek.pl/29717-thickbox_default/dayan-bermuda-mars.jpg
Układanki/Inne;DaYan Bermuda Saturn;109,99 zł;;https://strefa-kostek.pl/29740-home_default/dayan-bermuda-saturn.jpg, https://strefa-kostek.pl/29741-thickbox_default/dayan-bermuda-saturn.jpg, https://strefa-kostek.pl/29740-thickbox_default/dayan-bermuda-saturn.jpg
Układanki/Inne;Z-cube Rainbow 3x3x3;19,99 zł;;https://strefa-kostek.pl/29751-home_default/z-cube-rainbow-3x3x3.jpg, https://strefa-kostek.pl/29751-thickbox_default/z-cube-rainbow-3x3x3.jpg
Układanki/Inne;Hanoiminx Cube;199,99 zł;;https://strefa-kostek.pl/29756-home_default/hanoiminx-cube.jpg, https://strefa-kostek.pl/29756-thickbox_default/hanoiminx-cube.jpg
Układanki/Inne;Void Hanoiminx Cube;189,99 zł;;https://strefa-kostek.pl/29757-home_default/void-hanoiminx-cube.jpg, https://strefa-kostek.pl/29757-thickbox_default/void-hanoiminx-cube.jpg
Układanki/Inne;MF8 Ball Multi Dodecahedron;229,99 zł;;https://strefa-kostek.pl/29770-home_default/mf8-ball-multi-dodecahedron.jpg, https://strefa-kostek.pl/29770-thickbox_default/mf8-ball-multi-dodecahedron.jpg
Układanki/Inne;MF8 Skewby 2x2 Octahedron;229,99 zł;;https://strefa-kostek.pl/29765-home_default/mf8-skewby-2x2-octahedron.jpg, https://strefa-kostek.pl/29765-thickbox_default/mf8-skewby-2x2-octahedron.jpg
Układanki/Inne;AJ 20 Colors Clover Icosahedron;299,99 zł;;https://strefa-kostek.pl/29761-home_default/aj-20-colors-clover-icosahedron.jpg, https://strefa-kostek.pl/29761-thickbox_default/aj-20-colors-clover-icosahedron.jpg
Układanki/Inne;AJ 12 Colors Clover Icosahedron;309,99 zł;;https://strefa-kostek.pl/29760-home_default/aj-12-colors-clover-icosahedron.jpg, https://strefa-kostek.pl/29760-thickbox_default/aj-12-colors-clover-icosahedron.jpg
Układanki/Inne;AJ Bauhinia Dodecahedron;229,99 zł;;https://strefa-kostek.pl/29759-home_default/aj-bauhinia-dodecahedron.jpg, https://strefa-kostek.pl/29759-thickbox_default/aj-bauhinia-dodecahedron.jpg
Układanki/Inne;Time Machine Arabic numbers;49,99 zł;;https://strefa-kostek.pl/29852-home_default/time-machine-arabic-numbers.jpg, https://strefa-kostek.pl/29899-thickbox_default/time-machine-arabic-numbers.jpg, https://strefa-kostek.pl/29852-thickbox_default/time-machine-arabic-numbers.jpg
Układanki/Inne;QiYi Warrior Plus Max 3x3 (38cm);799,99 zł;;https://strefa-kostek.pl/29864-home_default/qiyi-warrior-plus-max-3x3-38cm.jpg, https://strefa-kostek.pl/29864-thickbox_default/qiyi-warrior-plus-max-3x3-38cm.jpg
Układanki/Inne;QiYi Tori Cube;17,99 zł;;https://strefa-kostek.pl/29861-home_default/qiyi-tori-cube.jpg, https://strefa-kostek.pl/29861-thickbox_default/qiyi-tori-cube.jpg
Układanki/Inne;QiYi Smart Klotski Racing Edition;109,99 zł;;https://strefa-kostek.pl/29840-home_default/qiyi-smart-klotski-racing-edition.jpg, https://strefa-kostek.pl/29840-thickbox_default/qiyi-smart-klotski-racing-edition.jpg
Układanki/Inne;QiYi KML 9 PCS A;109,99 zł;;https://strefa-kostek.pl/29838-home_default/qiyi-kml-9-pcs-a.jpg, https://strefa-kostek.pl/29838-thickbox_default/qiyi-kml-9-pcs-a.jpg
Układanki/Inne;QiYi KML 9 PCS B;109,99 zł;;https://strefa-kostek.pl/29839-home_default/qiyi-kml-9-pcs-b.jpg, https://strefa-kostek.pl/29839-thickbox_default/qiyi-kml-9-pcs-b.jpg
Układanki/Inne;SengSo Crazy 4x4 V3;119,99 zł;;https://strefa-kostek.pl/29825-home_default/sengso-crazy-4x4-v3.jpg, https://strefa-kostek.pl/29825-thickbox_default/sengso-crazy-4x4-v3.jpg
Układanki/Inne;SengSo Crazy 5x5 V2;99,99 zł;;https://strefa-kostek.pl/29827-home_default/sengso-crazy-5x5-v2.jpg, https://strefa-kostek.pl/29827-thickbox_default/sengso-crazy-5x5-v2.jpg
Układanki/Inne;SengSo Q-PlatyPus V3;119,99 zł;;https://strefa-kostek.pl/29833-home_default/sengso-q-platypus-v3.jpg, https://strefa-kostek.pl/29833-thickbox_default/sengso-q-platypus-v3.jpg
Układanki/Inne;SengSo Crazy 5x5 V1;99,99 zł;;https://strefa-kostek.pl/29826-home_default/sengso-crazy-5x5-v1.jpg, https://strefa-kostek.pl/29826-thickbox_default/sengso-crazy-5x5-v1.jpg
Układanki/Inne;LanLan Gear Heart Cube;99,99 zł;;https://strefa-kostek.pl/29849-home_default/lanlan-gear-heart-cube.jpg, https://strefa-kostek.pl/29849-thickbox_default/lanlan-gear-heart-cube.jpg
Układanki/Inne;LanLan Pisces Cube;99,99 zł;;https://strefa-kostek.pl/29847-home_default/lanlan-pisces-cube.jpg, https://strefa-kostek.pl/29847-thickbox_default/lanlan-pisces-cube.jpg
Układanki/Inne;Lanlan Void Cube;19,99 zł;;https://strefa-kostek.pl/29850-home_default/lanlan-void-cube.jpg, https://strefa-kostek.pl/29850-thickbox_default/lanlan-void-cube.jpg, https://strefa-kostek.pl/32414-thickbox_default/lanlan-void-cube.jpg
Układanki/Inne;Lanlan Edges-only-Void;29,99 zł;;https://strefa-kostek.pl/29867-home_default/lanlan-edges-only-void.jpg, https://strefa-kostek.pl/29867-thickbox_default/lanlan-edges-only-void.jpg
Układanki/Inne;Lanlan Squished Skewb Cube;69,99 zł;;https://strefa-kostek.pl/29843-home_default/lanlan-squished-skewb-cube.jpg, https://strefa-kostek.pl/29843-thickbox_default/lanlan-squished-skewb-cube.jpg
Układanki/Inne;Lanlan Jewel Cube;49,99 zł;;https://strefa-kostek.pl/29846-home_default/lanlan-jewel-cube.jpg, https://strefa-kostek.pl/29846-thickbox_default/lanlan-jewel-cube.jpg
Układanki/Inne;Lanlan Painting Mask;39,99 zł;;https://strefa-kostek.pl/29967-home_default/lanlan-painting-mask.jpg, https://strefa-kostek.pl/29970-thickbox_default/lanlan-painting-mask.jpg, https://strefa-kostek.pl/29967-thickbox_default/lanlan-painting-mask.jpg
Układanki/Inne;Lanlan Rhombic Dodecahedron;59,99 zł;;https://strefa-kostek.pl/29858-home_default/lanlan-rhombic-dodecahedron.jpg, https://strefa-kostek.pl/29858-thickbox_default/lanlan-rhombic-dodecahedron.jpg
Układanki/Inne;Lanlan CaneBall;54,99 zł;;https://strefa-kostek.pl/29845-home_default/lanlan-caneball.jpg, https://strefa-kostek.pl/29845-thickbox_default/lanlan-caneball.jpg
Układanki/Inne;Lanlan Wolf Tooth puzzle;39,99 zł;;https://strefa-kostek.pl/29842-home_default/lanlan-wolf-tooth-puzzle.jpg, https://strefa-kostek.pl/29842-thickbox_default/lanlan-wolf-tooth-puzzle.jpg
Układanki/Inne;Lanlan Skewb Curvy Rhombohedron;69,99 zł;;https://strefa-kostek.pl/29844-home_default/lanlan-skewb-curvy-rhombohedron.jpg, https://strefa-kostek.pl/29844-thickbox_default/lanlan-skewb-curvy-rhombohedron.jpg
Układanki/Inne;Lanlan Skewb Dodecahedron;44,99 zł;;https://strefa-kostek.pl/29853-home_default/lanlan-skewb-dodecahedron.jpg, https://strefa-kostek.pl/29853-thickbox_default/lanlan-skewb-dodecahedron.jpg
